Date,Open,High,Low,Close,Volume,Adj Close
2011-01-03,355.25,376.00,351.50,353.85,1137500,156.3129
2010-12-27,346.00,354.95,342.75,351.20,429900,155.1422
2010-12-20,335.00,356.00,329.25,344.726,1109100,152.2824
2010-12-13,321.576,342.50,318.624,334.726,570900,147.8649
2010-12-06,335.00,341.50,311.576,321.00,388600,141.8014
2010-11-29,315.024,346.55,308.024,334.476,523400,147.7544
2010-11-22,340.124,348.20,299.10,312.40,867200,138.0024
2010-11-15,365.00,368.00,335.076,339.726,600400,150.0736
2010-11-08,377.476,381.376,362.524,364.15,456900,160.8629
2010-11-01,367.50,379.00,360.50,374.924,391000,165.6223
2010-10-25,383.85,400.85,360.50,364.624,1439600,161.0723
2010-10-18,375.50,385.50,346.45,380.15,457500,167.9309
2010-10-11,383.524,398.85,373.25,376.124,1018200,166.1524
2010-10-04,387.00,393.95,377.20,383.326,1094700,169.3339
2010-09-27,382.00,425.50,373.10,383.75,3390900,169.5212
2010-09-20,360.50,406.376,357.75,386.726,6738800,170.8358
2010-09-13,358.00,372.124,353.024,359.674,1346900,158.8856
2010-09-06,353.75,360.226,346.576,355.60,1254400,157.0859
2010-08-30,331.00,352.274,316.25,350.024,1799500,154.6227
2010-08-23,355.50,359.40,327.00,328.00,820100,144.8937
2010-08-16,356.50,362.35,350.60,355.376,459100,156.987
2010-08-09,358.674,366.924,350.50,355.90,606400,157.2185
2010-08-02,352.50,370.976,350.15,359.50,949200,158.8088
2010-07-26,375.50,376.25,348.85,350.10,1343500,154.6563
2010-07-19,384.95,385.45,371.00,373.35,538500,164.927
2010-07-12,389.05,390.65,379.00,385.45,632600,167.1283
2010-07-05,371.05,391.00,371.05,388.35,1697100,168.3857
2010-07-01,364.00,373.20,364.00,366.30,827500,158.825
